Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Volkswagen,Ameo Trendline 1.5L (D),2017,69508,White,Second,3995.0,1682.0,1483.0,5.0,45.0,575000
Honda,City ZX Diesel,2022,2500,White,First,4549.0,1748.0,1489.0,5.0,40.0,1450000
Maruti Suzuki,SX4 VXi,2010,64000,Silver,First,4490.0,1735.0,1560.0,5.0,50.0,185000
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,2014,53089,Silver,Second,4868.0,1854.0,1470.0,5.0,80.0,1650000
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],2018,90000,Green,First,4490.0,1730.0,1485.0,5.0,43.0,823000
Tata,Harrier XZ,2021,23000,Red,First,4598.0,1894.0,1706.0,5.0,50.0,2095000
Maruti Suzuki,Wagon R LXi,2012,55000,Blue,First,3539.0,1475.0,1700.0,5.0,35.0,350000
Hyundai,Grand i10 Magna U2 1.2 CRDi,2016,64000,White,Second,3765.0,1660.0,1520.0,5.0,43.0,335000
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,2020,52236,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,649000
Honda,City 1.5 V MT,2013,76000,White,First,4440.0,1695.0,1485.0,5.0,42.0,400000
BMW,3-Series 330i M Sport Edition,2020,19000,Black,First,4633.0,1811.0,1429.0,5.0,57.0,5500000
Toyota,Fortuner 3.0 4x2 MT,2013,97000,White,First,4705.0,1840.0,1850.0,7.0,80.0,1375000
Hyundai,Creta SX Plus 1.6 AT CRDI,2018,76000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1190000
Tata,Harrier XT Plus Dark Edition,2021,15000,Black,First,4598.0,1894.0,1706.0,5.0,50.0,1930000
Toyota,Innova 2.5 GX BS IV 7 STR,2015,98000,Gold,First,4585.0,1765.0,1760.0,7.0,55.0,990000
Hyundai,Elite i20 Asta 1.2 (O) [2016],2017,36597,Red,Second,3985.0,1734.0,1505.0,5.0,45.0,725000
Mercedes-Benz,C-Class C220d Progressive,2022,500,Grey,First,4686.0,1810.0,1442.0,5.0,66.0,6100000
Maruti Suzuki,Ciaz VXi,2015,48000,Red,First,4490.0,1730.0,1485.0,5.0,43.0,575000
Land Rover,Discovery Sport HSE Luxury,2016,55000,Blue,Second,4600.0,2069.0,1690.0,7.0,65.0,3200000
Toyota,Innova ZX 2.4 AT 7 STR,2022,16000,White,First,4735.0,1830.0,1795.0,7.0,55.0,2850000
Maruti Suzuki,Ertiga ZXI+,2016,53000,Grey,First,4296.0,1695.0,1685.0,7.0,45.0,725000
Nissan,Sunny XV Diesel,2013,35000,Grey,First,4425.0,1695.0,1505.0,5.0,41.0,380000
Honda,Amaze 1.2 VX AT i-VTEC,2014,50000,White,First,3990.0,1680.0,1505.0,5.0,35.0,434999
Volkswagen,Polo Comfortline 1.2L (P),2016,52600,Silver,First,3971.0,1682.0,1469.0,5.0,45.0,425000
Honda,Amaze 1.2 E MT Petrol [2018-2020],2020,25000,White,First,3995.0,1695.0,1501.0,5.0,35.0,675000
Hyundai,Xcent S 1.2,2014,74000,White,First,3995.0,1660.0,1520.0,5.0,43.0,399000
Volkswagen,Vento Highline Diesel AT,2015,85000,Grey,First,4384.0,1699.0,1466.0,5.0,55.0,685000
Volkswagen,Vento Highline Plus 1.6 (P),2021,35000,Maroon,First,4390.0,1699.0,1467.0,5.0,55.0,940000
Mercedes-Benz,GLS 450 4MATIC,2021,17000,White,First,5207.0,2157.0,1823.0,7.0,90.0,13100000
Audi,Q5 2.0 TDI quattro Technology Pack,2016,57000,White,First,4629.0,1898.0,1653.0,5.0,75.0,2690000
Honda,City VX,2021,10000,White,First,4440.0,1695.0,1495.0,5.0,40.0,1255000
Audi,Q5 3.0 TDI quattro,2009,63300,White,First,4628.0,1879.0,1651.0,5.0,75.0,825000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2014,46000,Orange,First,3765.0,1660.0,1520.0,5.0,43.0,390000
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,2014,64000,White,Second,4370.0,1700.0,1475.0,5.0,43.0,525000
Audi,Q2 Premium 40 TFSI quattro,2022,4600,Blue,First,4318.0,1805.0,1548.0,5.0,55.0,3450000
Mahindra,XUV500 W10,2017,144933,White,First,4585.0,1890.0,1785.0,7.0,70.0,1090000
Honda,City 1.5 S MT,2009,80000,Grey,First,4420.0,1695.0,1480.0,5.0,42.0,275000
Toyota,Etios 1.2 G,2015,32545,Silver,First,3895.0,1735.0,1555.0,5.0,45.0,434999
Hyundai,Tucson GL 2WD AT Diesel,2019,31000,White,First,4475.0,1850.0,1660.0,5.0,62.0,2089999
Maruti Suzuki,Swift DZire VDI,2015,50000,Silver,Second,3995.0,1695.0,1555.0,5.0,42.0,500000
Maruti Suzuki,Swift DZire VDI,2015,65000,Silver,Second,3995.0,1695.0,1555.0,5.0,42.0,400000
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],2012,26000,White,First,3585.0,1595.0,1550.0,5.0,35.0,225000
Mahindra,XUV300 1.5 W6 [2019-2020],2021,27000,Black,First,3995.0,1821.0,1627.0,5.0,42.0,965000
Hyundai,Creta E Plus 1.4 CRDI,2017,62000,White,First,4270.0,1780.0,1630.0,5.0,60.0,825000
Hyundai,Santro GL Plus,2012,17000,Silver,First,3565.0,1525.0,1590.0,5.0,35.0,254999
Mahindra,Bolero SLE BS IV,2015,39234,White,Second,4107.0,1745.0,1880.0,7.0,60.0,525000
Ford,Ecosport Trend 1.5 TDCi,2013,72000,Silver,First,3999.0,1765.0,1708.0,5.0,52.0,285000
Chevrolet,Beat LT Diesel,2011,41215,Silver,First,3640.0,1595.0,1520.0,5.0,35.0,229999
Volvo,XC40 T4 R-Design,2020,16519,White,First,4425.0,1863.0,1652.0,5.0,54.0,4400000
Maruti Suzuki,Alto VXi,2011,51000,Orange,Second,3620.0,1475.0,1460.0,5.0,35.0,200000
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,2019,74179,Silver,First,3995.0,1790.0,1640.0,5.0,48.0,1011000
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],2020,13000,Silver,First,4658.0,1890.0,1644.0,5.0,66.0,6500000
Maruti Suzuki,S-Cross Alpha 1.6,2019,31056,Others,First,4300.0,1765.0,1590.0,5.0,48.0,1063000
Maruti Suzuki,Ertiga VXI AT,2016,49148,Blue,Second,4265.0,1695.0,1685.0,7.0,45.0,675000
Mercedes-Benz,E-Class E 220 d Avantgarde,2021,13000,Black,First,5063.0,1860.0,1494.0,5.0,80.0,7475000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2021,19000,Black,First,4658.0,1890.0,1644.0,5.0,66.0,7000000
Audi,Q5 2.0 TDI quattro Premium,2015,152000,White,First,4629.0,1898.0,1653.0,5.0,75.0,2175000
Honda,City VX CVT,2015,59000,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,690000
Audi,A3 35 TDI Technology + Sunroof,2016,32000,Red,First,4456.0,1796.0,1416.0,5.0,50.0,1525000
Honda,Accord 2.4 AT,2011,72000,Gold,First,4950.0,1845.0,1475.0,5.0,70.0,475000
Hyundai,Verna SX Plus 1.6 CRDi AT,2017,80000,Silver,First,4440.0,1729.0,1475.0,5.0,45.0,1123000
Maruti Suzuki,Ertiga ZXi AT,2019,21894,White,First,4395.0,1735.0,1690.0,7.0,45.0,990000
BMW,5-Series 530d M Sport [2013-2017],2018,21000,Blue,First,4899.0,2094.0,1464.0,5.0,65.0,5250000
Honda,Amaze 1.5 VX i-DTEC,2015,63587,Brown,First,3990.0,1680.0,1505.0,5.0,35.0,515000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],2019,32000,Grey,First,4490.0,1730.0,1485.0,5.0,43.0,850000
Maruti Suzuki,Vitara Brezza VDi,2018,53694,Grey,Second,3995.0,1790.0,1640.0,5.0,48.0,865000
Maruti Suzuki,Swift DZire VDi,2009,140000,White,Second,4160.0,1690.0,1530.0,5.0,43.0,365000
Mercedes-Benz,GL-Class 350 CDI,2015,91100,Silver,First,5120.0,1934.0,1850.0,7.0,100.0,3390000
Audi,A6 2.0 TDI Premium Plus,2014,58000,Black,Second,4915.0,1874.0,1455.0,5.0,65.0,1450000
Hyundai,i20 Asta 1.4 CRDI,2012,76148,Silver,First,3940.0,1710.0,1505.0,5.0,45.0,434999
Mahindra,Scorpio S2,2015,104000,White,First,4456.0,1820.0,1930.0,8.0,60.0,650000
Audi,A4 2.0 TDI (177bhp) Premium Plus,2013,50000,White,First,4701.0,1826.0,1427.0,5.0,63.0,1175000
Hyundai,Eon Magna +,2017,56000,Silver,First,3495.0,1550.0,1500.0,5.0,32.0,325000
Renault,Duster 85 PS RxL Diesel,2014,48000,Silver,First,4315.0,1822.0,1695.0,5.0,50.0,525000
Maruti Suzuki,Ertiga ZXi Plus,2021,23000,White,First,4395.0,1735.0,1690.0,7.0,45.0,1225000
Mercedes-Benz,A-Class Sedan 200d,2021,5600,Grey,UnRegistered Car,4549.0,1796.0,1446.0,5.0,43.0,4200000
Hyundai,Elite i20 Asta 1.2,2015,33000,Red,First,3985.0,1734.0,1505.0,5.0,45.0,550000
Hyundai,Creta SX 1.6 CRDi,2019,58900,White,First,4270.0,1780.0,1665.0,5.0,55.0,1275000
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],2019,65000,White,First,4395.0,1818.0,1640.0,5.0,60.0,1585000
Toyota,Innova 2.5 V 7 STR,2012,222000,Silver,First,4555.0,1770.0,1755.0,7.0,55.0,960000
Land Rover,Discovery Sport HSE Luxury,2016,20000,Grey,First,4600.0,2069.0,1690.0,7.0,65.0,3900000
Renault,Kwid RXT [2015-2019],2019,32000,Grey,First,3679.0,1579.0,1478.0,5.0,28.0,434999
Maruti Suzuki,Ertiga VXI,2017,71000,Silver,First,4296.0,1695.0,1685.0,7.0,45.0,775000
Hyundai,i10 Sportz 1.2 AT,2008,61000,Black,Third,3565.0,1595.0,1550.0,5.0,35.0,185000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,29000,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,560000
Toyota,Innova 2.5 ZX 7 STR BS-IV,2014,158690,Silver,Second,4585.0,1760.0,1760.0,7.0,55.0,1000000
Mercedes-Benz,GLE 350 d,2016,61000,Grey,First,4819.0,2141.0,1796.0,5.0,93.0,5000000
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],2016,92000,White,Second,4490.0,1730.0,1485.0,5.0,43.0,635000
Maruti Suzuki,DZire VXi,2020,42000,White,First,3995.0,1735.0,1515.0,5.0,37.0,650000
Datsun,Go T (O),2019,60969,Silver,First,3785.0,1635.0,1485.0,5.0,35.0,345000
Mahindra,XUV500 W6 2013,2017,93000,White,First,4585.0,1890.0,1785.0,7.0,70.0,865000
Audi,A4 2.0 TDI (143bhp),2014,100000,Black,First,4701.0,1826.0,1427.0,5.0,63.0,1380000
Maruti Suzuki,Ciaz S 1.4 MT,2018,31000,Brown,First,4490.0,1730.0,1485.0,5.0,43.0,585000
Toyota,Glanza G,2020,55000,Blue,First,3995.0,1745.0,1510.0,5.0,37.0,690000
Maruti Suzuki,Wagon R LXI CNG (O),2018,68320,Silver,First,3599.0,1495.0,1700.0,5.0,35.0,380000
Tata,Hexa XM 4x2 7 STR,2018,65000,White,First,4788.0,1903.0,1791.0,7.0,60.0,850000
Toyota,Fortuner 3.0 4x4 MT,2013,95000,White,Second,4705.0,1840.0,1850.0,7.0,80.0,1750000
Maruti Suzuki,Ritz Vdi BS-IV,2013,85785,Silver,Second,3775.0,1680.0,1620.0,5.0,43.0,275000
Volkswagen,Vento Comfortline 1.6 (P),2018,38000,Gold,First,4390.0,1699.0,1467.0,5.0,55.0,690000
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,2020,12905,White,First,3995.0,1775.0,1505.0,5.0,37.0,1130000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2019,26000,Silver,First,4735.0,1830.0,1795.0,7.0,55.0,2295000
Mercedes-Benz,A-Class Sedan 200,2021,9000,Blue,First,4549.0,1796.0,1446.0,5.0,43.0,4100000
Tata,Nexon XM Diesel,2018,65000,White,Second,3994.0,1811.0,1607.0,5.0,44.0,725000
Hyundai,Elite i20 Magna Executive 1.2,2019,48000,White,First,3985.0,1734.0,1505.0,5.0,40.0,595000
Hyundai,i10 Magna 1.2 Kappa2,2011,91000,White,First,3585.0,1595.0,1550.0,5.0,35.0,290000
Jeep,Wrangler Rubicon,2022,15000,Red,First,4882.0,1894.0,1848.0,5.0,81.0,6100000
Mahindra,XUV300 1.5 W6 [2019-2020],2020,52000,White,First,3995.0,1821.0,1627.0,5.0,42.0,1080000
Toyota,Etios GD,2013,90000,Blue,Third,4265.0,1695.0,1510.0,5.0,45.0,299000
Maruti Suzuki,Swift Lxi (O) [2014-2017],2018,58000,Silver,First,3850.0,1695.0,1530.0,5.0,42.0,575000
Honda,Amaze 1.2 S AT i-VTEC,2014,67000,Red,First,3990.0,1680.0,1505.0,5.0,35.0,390000
Mahindra,Scorpio S10,2015,67000,White,First,4456.0,1820.0,1995.0,8.0,60.0,875000
Hyundai,Venue SX 1.4 CRDi,2021,37556,White,First,3995.0,1770.0,1605.0,5.0,45.0,1175000
Maruti Suzuki,Alto VXi,2012,54000,Bronze,First,3620.0,1475.0,1460.0,5.0,35.0,260000
Honda,Amaze 1.2 E i-VTEC,2019,42000,White,First,3990.0,1680.0,1505.0,5.0,35.0,650000
Volkswagen,Ameo Highline1.2L (P) [2016-2018],2017,55000,Bronze,First,3995.0,1682.0,1483.0,5.0,45.0,625000
MG,Hector Sharp 2.0 Diesel [2019-2020],2019,23952,Red,First,4655.0,1835.0,1760.0,5.0,60.0,1725000
Maruti Suzuki,Wagon R LXI CNG (O),2015,92000,Brown,Second,3599.0,1495.0,1700.0,5.0,35.0,299000
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,34000,Red,First,3585.0,1595.0,1550.0,5.0,35.0,375000
Maruti Suzuki,Celerio ZXi AMT,2020,44300,Silver,First,3695.0,1600.0,1560.0,5.0,35.0,639000
Maruti Suzuki,Ciaz VDi+ SHVS,2015,65000,White,First,4490.0,1730.0,1485.0,5.0,43.0,591000
Mercedes-Benz,GLE 250 d,2018,102000,Black,First,4819.0,2141.0,1796.0,5.0,93.0,4200000
Honda,City 1.5 S AT,2009,110000,Grey,First,4420.0,1695.0,1480.0,5.0,42.0,250000
Kia,Seltos HTX 1.5 [2020-2021],2021,11000,Silver,First,4315.0,1800.0,1645.0,5.0,50.0,1399000
Hyundai,Aura S 1.2 CNG,2020,39000,Silver,First,3995.0,1680.0,1520.0,5.0,65.0,740000
Hyundai,i10 Magna,2009,65000,Blue,Second,3565.0,1595.0,1550.0,5.0,35.0,175000
BMW,5-Series 530d M Sport [2013-2017],2013,80000,Blue,Second,4899.0,2094.0,1464.0,5.0,65.0,1600000
Maruti Suzuki,Wagon R LXi,2013,25200,White,First,3539.0,1475.0,1700.0,5.0,35.0,285000
Honda,City S Diesel,2017,132683,Bronze,First,4440.0,1695.0,1495.0,5.0,40.0,250000
Renault,Duster 85 PS Sandstorm Edition Diesel,2017,81000,White,First,4315.0,1822.0,1695.0,5.0,50.0,625000
BMW,5-Series 520d Luxury Line [2017-2019],2019,30000,Black,First,4936.0,1868.0,1479.0,5.0,65.0,4800000
Maruti Suzuki,Swift ZXi,2015,50599,White,Second,3850.0,1695.0,1530.0,5.0,42.0,575000
BMW,X1 sDrive20d xLine,2017,29000,Brown,Second,4454.0,2044.0,1545.0,5.0,63.0,2800000
Honda,Jazz VX CVT Petrol,2018,23000,Red,First,3955.0,1694.0,1544.0,5.0,40.0,785000
Land Rover,Discovery Sport HSE Luxury 7-Seater,2019,50000,Blue,First,4600.0,2069.0,1724.0,7.0,65.0,4575000
Audi,Q3 35 TDI Premium + Sunroof,2016,84878,White,Second,4385.0,1831.0,1608.0,5.0,64.0,1950000
BMW,5-Series 520d Luxury Line [2017-2019],2019,31000,Black,First,4936.0,1868.0,1479.0,5.0,65.0,4800000
Toyota,Innova 2.4 VX 8 STR [2016-2020],2019,71063,Silver,First,4735.0,1830.0,1795.0,8.0,55.0,1998999
Ford,Ecosport Ambiente 1.5L Ti-VCT,2016,69001,White,First,3999.0,1765.0,1708.0,5.0,52.0,475000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,62000,Silver,Second,4370.0,1700.0,1475.0,5.0,43.0,415000
Hyundai,i20 Magna (O) 1.4 CRDI,2012,82000,White,First,3995.0,1710.0,1505.0,5.0,45.0,375000
Toyota,Etios V,2011,49200,Silver,First,4265.0,1695.0,1510.0,5.0,45.0,300000
Mahindra,Thar LX 4-STR Hard Top Petrol MT,2021,8000,Red,Second,3985.0,1820.0,1844.0,4.0,57.0,1500000
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2019,58000,White,First,3995.0,1790.0,1640.0,5.0,48.0,975000
Maruti Suzuki,Alto VXi [2014-2019],2015,64000,Grey,First,3545.0,1490.0,1475.0,5.0,35.0,370000
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],2012,48568,White,First,3585.0,1595.0,1550.0,5.0,35.0,250000
Jaguar,XJ 3.0 V6 Portfolio,2014,66500,White,First,5252.0,1899.0,1457.0,5.0,83.0,3150000
Mahindra,XUV500 W9 [2018-2020],2018,58590,Grey,First,4585.0,1890.0,1785.0,7.0,70.0,1115000
Hyundai,i10 Era,2009,59000,Silver,Second,3565.0,1595.0,1550.0,5.0,35.0,130000
Maruti Suzuki,Swift VXi,2013,47000,Silver,First,3850.0,1695.0,1530.0,5.0,42.0,299000
Hyundai,i20 Magna 1.2,2014,40000,Silver,First,3995.0,1710.0,1505.0,5.0,45.0,300000
Skoda,Superb Sportline AT,2021,13092,White,First,4869.0,1864.0,1469.0,5.0,66.0,3325000
Audi,A4 35 TDI Premium,2016,57057,White,First,4701.0,1826.0,1427.0,5.0,63.0,1950000
Maruti Suzuki,Swift DZire VDI,2015,90000,White,First,3995.0,1695.0,1555.0,5.0,42.0,500000
Hyundai,i20 Active 1.2 SX,2015,45000,White,First,3995.0,1760.0,1555.0,5.0,45.0,595000
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],2018,44000,Grey,First,3715.0,1635.0,1565.0,5.0,35.0,484999
Mahindra,Thar LX 4-STR Convertible Diesel MT,2021,17000,Silver,First,3985.0,1820.0,1855.0,4.0,57.0,1700000
Maruti Suzuki,Wagon R VXi 1.2,2019,50860,Grey,First,3655.0,1620.0,1675.0,5.0,32.0,579000
Ford,Endeavour Titanium 2.0 4x2 AT,2020,20000,Black,First,4903.0,1869.0,1837.0,7.0,80.0,3800000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,51000,White,First,4795.0,1855.0,1835.0,7.0,80.0,3290000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2018,24000,White,First,4686.0,1810.0,1442.0,5.0,66.0,4250000
Maruti Suzuki,Baleno Delta 1.2,2017,34908,Grey,First,3995.0,1745.0,1500.0,5.0,37.0,535000
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],2017,67000,White,First,4315.0,1822.0,1695.0,5.0,50.0,775000
Maruti Suzuki,Celerio VXi AMT,2014,19000,Silver,Second,3600.0,1600.0,1560.0,5.0,35.0,345000
Skoda,Octavia RS,2019,30600,Red,First,4689.0,1814.0,1496.0,5.0,50.0,3400000
BMW,5-Series 520d Luxury Line [2017-2019],2018,49500,Black,First,4936.0,1868.0,1479.0,5.0,65.0,4500000
Honda,Jazz V Petrol,2016,18800,Grey,First,3955.0,1694.0,1544.0,5.0,40.0,525000
Hyundai,Elite i20 Asta 1.2 [2016-2017],2016,100000,Grey,First,3985.0,1734.0,1505.0,5.0,45.0,650000
Hyundai,Creta 1.6 SX Plus AT Petrol,2017,50050,White,First,4270.0,1780.0,1630.0,5.0,60.0,1074000
Hyundai,Creta 1.6 SX,2021,14000,Black,First,4270.0,1780.0,1630.0,5.0,60.0,1750000
Nissan,Terrano XL D Plus,2014,55000,Grey,Second,4331.0,1822.0,1671.0,5.0,50.0,590000
Ford,Mustang GT Fastback 5.0L v8,2018,23000,Yellow,First,4784.0,2080.0,1391.0,4.0,60.9,7990000
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],2020,35000,White,First,4300.0,1790.0,1635.0,5.0,50.0,1725000
Maruti Suzuki,Celerio ZXi AMT [2019-2020],2019,20734,Silver,First,3695.0,1600.0,1560.0,5.0,35.0,630000
Mercedes-Benz,CLS 300d [2018-2019],2020,15200,White,First,4988.0,1890.0,1435.0,5.0,66.0,6975000
Toyota,Fortuner 3.0 4x2 MT,2013,83000,White,First,4705.0,1840.0,1850.0,7.0,80.0,1375000
Honda,Amaze 1.5 S i-DTEC,2014,75000,Brown,First,3990.0,1680.0,1505.0,5.0,35.0,425000
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2019,42794,White,First,4735.0,1830.0,1795.0,8.0,55.0,2196000
Mercedes-Benz,V-Class Elite LWB,2020,40000,Silver,First,5140.0,1928.0,1901.0,6.0,57.0,6300000
Maruti Suzuki,Alto LXi BS-III,2008,41000,Blue,First,3495.0,1475.0,1460.0,5.0,35.0,200000
Honda,City 1.5 S MT,2009,72256,Black,First,4420.0,1695.0,1480.0,5.0,42.0,250000
Audi,A3 35 TDI Premium Plus + Sunroof,2018,17300,Red,First,4456.0,1796.0,1416.0,5.0,50.0,2950000
Mahindra,Scorpio S6 Plus Intelli-Hybrid,2017,68000,White,First,4456.0,1820.0,1995.0,8.0,60.0,985000
Hyundai,Venue S 1.0 AT Petrol [2019-2020],2019,43600,White,First,3995.0,1770.0,1605.0,5.0,45.0,750000
Maruti Suzuki,Wagon R VXi (O),2018,43000,White,First,3636.0,1475.0,1670.0,5.0,35.0,450000
Maruti Suzuki,Vitara Brezza VXi,2021,17283,White,First,3995.0,1790.0,1640.0,5.0,48.0,849000
Maruti Suzuki,Swift DZire VXI,2014,59000,Blue,First,3995.0,1695.0,1555.0,5.0,42.0,430000
Maruti Suzuki,Ertiga VDI SHVS,2017,88000,White,First,4296.0,1695.0,1685.0,7.0,45.0,740000
BMW,X7 xDrive40i M Sport,2021,9500,White,First,5151.0,2000.0,1805.0,6.0,83.0,12500000
Hyundai,Creta SX 1.6 AT Petrol,2018,36000,Grey,First,4270.0,1780.0,1665.0,5.0,55.0,1260000
Renault,Kwid RXT [2015-2019],2017,32000,White,First,3679.0,1579.0,1478.0,5.0,28.0,250000
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,2018,53300,Grey,First,4440.0,1729.0,1475.0,5.0,45.0,975000
Audi,A4 Premium Plus 40 TFSI,2022,1,Black,UnRegistered Car,4762.0,1847.0,1433.0,5.0,54.0,4151000
BMW,X1 sDrive20d,2020,32005,Blue,Second,4454.0,1798.0,1545.0,5.0,61.0,3250000
Ford,Endeavour Titanium 3.2 4x4 AT,2018,35000,White,First,4892.0,1860.0,1837.0,7.0,80.0,3450000
BMW,X3 xDrive30i M Sport,2022,18223,Blue,First,4708.0,1891.0,1676.0,5.0,60.0,6680000
Mahindra,TUV300 T8,2016,92000,White,Second,3995.0,1835.0,1839.0,7.0,60.0,600000
Hyundai,Elantra 2.0 SX (O) AT,2019,22000,Silver,Second,4570.0,1800.0,1465.0,5.0,50.0,1465000
Hyundai,Verna Fluidic 1.6 VTVT SX,2014,62000,Silver,First,4370.0,1700.0,1475.0,5.0,43.0,475000
Renault,Kiger RXZ AMT,2022,4000,White,Second,3991.0,1750.0,1605.0,5.0,40.0,1000000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2016,72000,White,First,4735.0,1830.0,1795.0,7.0,55.0,1850000
Maruti Suzuki,Ciaz ZXI+,2015,60798,White,First,4490.0,1730.0,1485.0,5.0,43.0,570000
Hyundai,Verna 1.6 VTVT SX AT,2016,20000,White,First,4375.0,1700.0,1475.0,5.0,43.0,770000
Honda,City V CVT Petrol [2017-2019],2019,18000,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,1040000
Mahindra,Scorpio SLE BS-IV,2014,78000,White,Second,4430.0,1817.0,1975.0,8.0,60.0,675000
Maruti Suzuki,Swift DZire VXI,2014,52000,Silver,First,3995.0,1695.0,1555.0,5.0,42.0,450000
Maruti Suzuki,Swift ZXi,2022,10000,White,First,3845.0,1735.0,1530.0,5.0,37.0,800000
Tata,Safari 2.2 VX 4x2 Varicor400,2021,32000,Green,First,4655.0,1965.0,1922.0,7.0,63.0,2200000
Mahindra,XUV500 W10,2015,138000,Silver,First,4585.0,1890.0,1785.0,7.0,70.0,1075000
Maruti Suzuki,DZire LDi,2018,84500,White,Third,3995.0,1735.0,1515.0,5.0,37.0,560000
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],2016,47000,Grey,Second,3765.0,1660.0,1520.0,5.0,43.0,450000
Volvo,S90 Momentum D4 [2018-2020],2018,20000,White,First,4963.0,1879.0,1443.0,5.0,55.0,4175000
MINI,Cooper JCW Hatchback,2022,0,Yellow,UnRegistered Car,3850.0,1727.0,1414.0,4.0,44.0,5200000
Hyundai,Verna EX 1.6 CRDi [2017-2018],2018,73000,Red,First,4440.0,1729.0,1475.0,5.0,45.0,810000
Mercedes-Benz,S-Class S 500,2011,72000,Silver,First,5246.0,1899.0,1494.0,4.0,80.0,1875000
Honda,Jazz S AT [2015-2016],2015,42000,White,First,3955.0,1694.0,1544.0,5.0,40.0,520000
Mercedes-Benz,GLE 300d 4MATIC LWB,2021,9000,Black,First,4924.0,2157.0,1772.0,5.0,93.0,8900000
Maruti Suzuki,Swift VDi,2015,36528,Blue,Third,3850.0,1695.0,1530.0,5.0,42.0,425000
Maruti Suzuki,Swift VXi,2012,30000,Blue,First,3850.0,1695.0,1530.0,5.0,42.0,325000
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],2021,17000,White,First,4655.0,1835.0,1760.0,5.0,60.0,1889999
Volvo,XC60 Inscription,2016,79000,White,First,4644.0,1891.0,1713.0,5.0,70.0,1950000
BMW,X3 xDrive-20d xLine,2019,15087,Blue,First,4657.0,1881.0,1678.0,5.0,67.0,5300000
Mahindra,Scorpio S2,2018,41000,Blue,First,4456.0,1820.0,1930.0,8.0,60.0,950000
Volvo,XC90 D5 Inscription,2021,32500,White,First,4953.0,2008.0,1776.0,7.0,71.0,8500000
Audi,A6 35 TDI Matrix,2015,61000,White,Second,4933.0,1874.0,1455.0,5.0,75.0,1975000
Mercedes-Benz,GLE 250 d,2017,85000,Black,First,4819.0,2141.0,1796.0,5.0,93.0,4200000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,55000,Black,Second,4686.0,1810.0,1442.0,5.0,66.0,3500000
Renault,Kwid CLIMBER 1.0 [2017-2019],2017,45000,Grey,UnRegistered Car,3679.0,1579.0,1478.0,5.0,28.0,375000
Mercedes-Benz,GLA 200 d Sport,2016,58000,White,First,4424.0,1804.0,1494.0,5.0,50.0,1825000
Mahindra,Thar LX 4-STR Hard Top Petrol AT,2021,4400,Black,First,3985.0,1820.0,1844.0,4.0,57.0,1710000
Maruti Suzuki,Celerio VXi AMT,2014,35000,Red,First,3600.0,1600.0,1560.0,5.0,35.0,375000
Maruti Suzuki,Alto 800 Vxi,2016,22346,White,First,3395.0,1490.0,1475.0,5.0,35.0,285000
Mahindra,Thar AX 6-STR Soft Top Petrol MT,2021,23280,Red,Second,3985.0,1820.0,1920.0,6.0,57.0,1850000
Maruti Suzuki,Ertiga ZDi,2013,72000,Blue,First,4265.0,1695.0,1685.0,7.0,45.0,621000
Mitsubishi,Pajero 2.5 AT,2016,82000,Grey,First,4695.0,1815.0,1840.0,7.0,70.0,1475000
